Source,Target,Weight
33,82,-1.0
38,40,1.0
40,60,1.0
40,73,-1.0
40,105,1.0
53,82,-1.0
58,40,-1.0
58,79,-1.0
67,52,1.0
71,67,-1.0
81,40,-1.0
81,71,-1.0
82,40,-1.0
91,99,-1.0
95,40,1.0
99,82,-1.0
100,40,-1.0
105,61,1.0
