Source,Target,Weight
2,40,1.0
4,40,-1.0
4,73,-1.0
15,60,-1.0
33,56,1.0
33,60,1.0
37,40,1.0
37,56,1.0
37,96,1.0
40,56,1.0
52,60,1.0
52,71,-1.0
61,56,-1.0
61,60,1.0
65,56,-1.0
65,73,-1.0
67,2,1.0
71,67,1.0
73,56,-1.0
95,15,-1.0
95,71,1.0
96,40,-1.0
96,56,1.0
96,73,-1.0
