Source,Target,Weight
4,40,-1.0
4,73,-1.0
4,79,-1.0
9,40,-1.0
9,60,1.0
9,79,-1.0
15,40,1.0
15,61,-1.0
15,73,1.0
15,79,1.0
37,79,1.0
60,40,-1.0
61,73,-1.0
61,79,-1.0
67,60,1.0
67,79,1.0
74,40,-1.0
74,67,-1.0
74,73,-1.0
74,79,-1.0
83,40,1.0
83,73,1.0
83,79,1.0
95,40,-1.0
95,60,1.0
95,73,-1.0
95,79,-1.0
