Source,Target,Weight
15,40,1.0
40,67,1.0
40,71,1.0
40,73,1.0
40,97,1.0
60,73,-1.0
61,60,1.0
61,73,-1.0
61,97,-1.0
63,60,1.0
63,61,1.0
65,60,1.0
67,71,1.0
71,67,1.0
73,38,-1.0
73,97,1.0
95,60,1.0
95,73,-1.0
96,73,-1.0
