Source,Target,Weight
15,40,1.0
15,61,-1.0
15,73,1.0
20,40,1.0
20,61,-1.0
20,73,1.0
33,56,1.0
40,56,1.0
60,61,1.0
61,56,-1.0
64,56,-1.0
64,73,-1.0
65,15,-1.0
65,40,-1.0
65,56,1.0
73,56,1.0
83,15,1.0
83,40,1.0
83,61,-1.0
96,40,-1.0
96,73,-1.0
