Source,Target,Weight
4,40,-1.0
4,61,1.0
4,73,-1.0
19,67,-1.0
56,40,1.0
60,40,-1.0
60,56,-1.0
60,73,-1.0
67,56,1.0
73,67,1.0
96,40,-1.0
96,61,1.0
96,73,-1.0
99,40,1.0
99,73,1.0
