Source,Target,Weight
4,56,-1.0
15,40,1.0
20,73,1.0
37,61,-1.0
40,56,1.0
52,60,1.0
61,56,-1.0
69,73,1.0
73,37,1.0
73,40,1.0
83,56,1.0
83,73,1.0
95,60,1.0
96,40,-1.0
99,15,1.0
