Source,Target,Weight
4,40,-1.0
4,61,1.0
37,20,1.0
37,73,-1.0
40,56,1.0
40,61,-1.0
40,73,1.0
60,4,1.0
60,37,-1.0
60,61,1.0
60,73,-1.0
61,69,-1.0
61,73,-1.0
64,40,-1.0
64,56,-1.0
64,61,1.0
64,73,-1.0
69,20,-1.0
69,56,-1.0
69,73,-1.0
73,56,1.0
73,60,1.0
99,37,1.0
99,56,1.0
99,64,-1.0
99,73,1.0
