Source,Target,Weight
1,73,1.0
1,97,1.0
11,1,1.0
11,97,1.0
13,49,1.0
13,61,-1.0
13,71,-1.0
13,111,1.0
16,61,-1.0
30,16,1.0
34,13,-1.0
34,40,1.0
34,60,-1.0
34,61,-1.0
34,71,1.0
34,73,1.0
45,60,-1.0
49,111,1.0
60,30,-1.0
63,34,1.0
63,60,-1.0
71,67,1.0
71,93,1.0
73,1,1.0
73,11,1.0
97,60,-1.0
111,49,1.0
