Source,Target,Weight
10,15,-1.0
10,33,1.0
10,60,-1.0
10,61,-1.0
10,64,1.0
15,10,1.0
15,59,1.0
33,56,1.0
59,10,1.0
59,15,-1.0
59,33,1.0
59,56,1.0
59,61,1.0
59,64,1.0
59,71,1.0
59,73,1.0
59,74,1.0
59,100,1.0
61,10,-1.0
61,60,1.0
61,73,-1.0
64,10,-1.0
64,56,-1.0
64,59,-1.0
64,60,1.0
64,73,-1.0
71,33,1.0
71,56,1.0
71,60,-1.0
71,100,1.0
73,56,1.0
74,56,-1.0
74,59,-1.0
74,73,-1.0
100,15,1.0
