Source,Target,Weight
2,56,1.0
2,79,1.0
4,73,-1.0
40,56,1.0
60,56,-1.0
60,73,-1.0
61,56,-1.0
64,40,-1.0
64,56,-1.0
83,40,1.0
83,56,1.0
83,73,1.0
83,79,1.0
83,95,-1.0
95,40,-1.0
95,61,1.0
95,73,-1.0
96,40,-1.0
96,73,-1.0
