Source,Target,Weight
4,40,-1.0
13,40,1.0
15,40,1.0
15,65,1.0
15,73,1.0
19,60,-1.0
33,56,1.0
33,60,-1.0
33,61,1.0
37,56,1.0
37,73,1.0
40,61,1.0
52,60,1.0
60,113,1.0
65,61,1.0
71,52,1.0
71,100,1.0
74,40,1.0
74,73,1.0
83,73,1.0
83,109,1.0
88,73,-1.0
95,73,-1.0
95,88,1.0
96,73,-1.0
100,40,1.0
109,40,1.0
109,73,1.0
113,71,1.0
