Source,Target,Weight
4,49,1.0
4,73,1.0
15,40,-1.0
15,60,-1.0
15,61,-1.0
15,73,-1.0
19,71,1.0
20,49,-1.0
49,15,-1.0
49,40,-1.0
49,73,-1.0
60,19,1.0
60,63,1.0
63,40,1.0
63,61,1.0
64,40,1.0
64,61,1.0
64,73,1.0
65,40,1.0
67,71,-1.0
67,99,-1.0
71,56,-1.0
71,60,-1.0
71,99,-1.0
73,56,-1.0
74,95,1.0
95,15,-1.0
95,40,1.0
95,49,-1.0
95,60,1.0
95,61,1.0
95,71,-1.0
95,73,1.0
96,20,1.0
96,49,1.0
96,73,1.0
99,40,-1.0
99,56,-1.0
99,73,-1.0
109,49,-1.0
