Source,Target,Weight
2,71,-1.0
4,40,1.0
15,40,-1.0
15,61,-1.0
38,40,1.0
38,109,1.0
40,67,-1.0
60,40,1.0
60,61,1.0
60,105,1.0
61,40,1.0
64,40,1.0
64,52,-1.0
67,100,-1.0
71,52,-1.0
71,64,-1.0
83,40,-1.0
95,40,1.0
95,67,-1.0
96,40,1.0
97,60,1.0
97,67,1.0
100,2,-1.0
105,40,1.0
105,61,1.0
109,40,-1.0
