Source,Target,Weight
2,60,-1.0
2,97,1.0
19,60,1.0
19,97,-1.0
40,73,1.0
40,97,1.0
52,2,-1.0
52,60,1.0
52,97,-1.0
61,97,-1.0
64,61,1.0
64,73,-1.0
64,97,-1.0
67,2,1.0
67,60,-1.0
67,97,1.0
71,2,1.0
71,67,1.0
71,97,1.0
96,40,-1.0
96,73,-1.0
