Source,Target,Weight
20,40,-1.0
40,61,1.0
40,96,1.0
52,67,-1.0
56,61,1.0
56,73,-1.0
60,9,1.0
60,52,1.0
60,64,-1.0
60,65,1.0
60,67,-1.0
64,56,-1.0
64,73,-1.0
65,40,1.0
73,4,1.0
96,20,1.0
