Source,Target,Weight
4,60,1.0
9,40,1.0
9,60,1.0
9,61,1.0
20,40,1.0
37,56,1.0
37,73,1.0
38,61,1.0
40,61,1.0
52,40,1.0
52,65,1.0
65,60,1.0
67,56,1.0
73,40,1.0
73,56,1.0
83,56,1.0
83,73,1.0
96,60,1.0
99,56,1.0
99,73,1.0
