Source,Target,Weight
38,40,-1.0
40,97,1.0
52,61,1.0
52,97,-1.0
60,40,-1.0
60,61,1.0
60,73,-1.0
61,97,-1.0
65,61,1.0
65,73,-1.0
73,97,1.0
95,40,-1.0
95,61,1.0
95,97,1.0
96,61,1.0
96,73,-1.0
99,40,1.0
99,73,1.0
