Source,Target,Weight
27,40,1.0
29,67,1.0
29,73,-1.0
32,40,1.0
32,61,-1.0
40,56,1.0
60,29,1.0
60,32,-1.0
60,67,1.0
60,77,1.0
63,56,-1.0
63,61,1.0
64,27,1.0
64,40,-1.0
64,73,-1.0
65,56,-1.0
65,61,1.0
65,73,-1.0
67,56,1.0
73,56,1.0
82,40,1.0
82,56,1.0
109,37,1.0
109,40,1.0
