Source,Target,Weight
2,100,-1.0
4,96,1.0
9,33,1.0
9,56,-1.0
9,99,-1.0
15,105,-1.0
16,15,1.0
20,56,-1.0
33,99,1.0
38,57,1.0
40,16,-1.0
40,65,1.0
60,4,1.0
60,33,1.0
60,96,1.0
65,38,1.0
65,40,1.0
65,61,1.0
65,105,1.0
67,2,-1.0
71,67,-1.0
71,74,1.0
71,84,1.0
71,95,-1.0
73,15,-1.0
73,16,-1.0
73,20,-1.0
73,109,-1.0
84,74,1.0
95,84,1.0
99,67,-1.0
99,71,-1.0
99,105,-1.0
105,56,-1.0
105,71,-1.0
105,95,-1.0
