Source,Target,Weight
4,40,-1.0
4,73,-1.0
4,99,-1.0
9,56,-1.0
40,56,1.0
40,60,-1.0
40,73,1.0
52,60,1.0
60,40,-1.0
60,56,-1.0
60,61,1.0
60,73,-1.0
61,40,-1.0
61,56,-1.0
64,40,-1.0
64,56,-1.0
64,61,1.0
64,73,-1.0
65,40,-1.0
65,73,-1.0
65,99,1.0
67,56,1.0
73,40,1.0
73,56,1.0
73,60,-1.0
99,40,1.0
99,73,1.0
