Source,Target,Weight
4,61,1.0
4,69,1.0
4,73,1.0
9,71,1.0
9,99,1.0
15,37,1.0
15,56,1.0
33,56,1.0
37,65,-1.0
40,56,1.0
52,71,-1.0
60,65,-1.0
61,56,-1.0
61,95,1.0
65,33,-1.0
67,52,-1.0
67,56,1.0
69,37,-1.0
69,56,1.0
71,56,1.0
73,56,-1.0
74,73,-1.0
95,56,-1.0
95,96,1.0
95,106,1.0
96,15,1.0
99,96,-1.0
