Source,Target,Weight
16,37,1.0
16,40,1.0
16,60,1.0
16,97,-1.0
24,37,1.0
24,40,1.0
24,60,1.0
24,73,1.0
40,48,-1.0
40,61,-1.0
40,97,-1.0
53,40,1.0
53,48,1.0
53,60,-1.0
53,73,1.0
53,97,1.0
73,60,1.0
