Source,Target,Weight
2,38,-1.0
2,71,1.0
2,99,1.0
4,61,1.0
4,73,-1.0
9,61,1.0
15,40,-1.0
15,61,-1.0
19,60,1.0
19,67,-1.0
19,79,-1.0
20,40,1.0
33,9,1.0
33,38,1.0
33,60,1.0
37,40,1.0
38,60,1.0
38,61,1.0
38,71,1.0
40,20,1.0
40,61,-1.0
40,79,1.0
52,60,1.0
52,67,-1.0
52,79,-1.0
60,40,-1.0
60,65,1.0
61,79,-1.0
63,60,1.0
65,40,-1.0
65,61,1.0
65,79,-1.0
79,73,1.0
83,40,1.0
83,60,-1.0
83,73,1.0
83,79,1.0
95,60,1.0
99,20,1.0
99,40,1.0
109,40,1.0
