Source,Target,Weight
6,47,-1.0
6,56,-1.0
6,80,-1.0
6,108,-1.0
40,5,-1.0
40,56,-1.0
40,95,-1.0
40,108,-1.0
61,56,1.0
66,5,1.0
66,56,1.0
66,80,-1.0
66,108,1.0
80,56,-1.0
84,5,-1.0
84,108,1.0
88,5,1.0
88,6,-1.0
88,47,-1.0
88,56,-1.0
88,66,1.0
88,108,-1.0
95,6,-1.0
95,56,-1.0
95,61,1.0
95,80,-1.0
95,108,-1.0
