Source,Target,Weight
9,60,-1.0
38,40,1.0
40,34,-1.0
56,61,1.0
60,34,-1.0
61,34,-1.0
63,60,1.0
64,60,-1.0
65,63,1.0
65,64,1.0
67,40,1.0
67,56,-1.0
67,74,-1.0
73,34,-1.0
74,61,1.0
83,73,-1.0
96,40,-1.0
96,73,-1.0
