Source,Target,Weight
9,56,-1.0
9,60,1.0
15,40,1.0
15,56,1.0
15,61,-1.0
15,73,1.0
40,56,1.0
40,73,1.0
56,60,1.0
60,40,-1.0
60,56,-1.0
60,73,-1.0
61,56,-1.0
63,40,-1.0
63,56,-1.0
63,61,1.0
73,60,1.0
83,15,1.0
83,40,1.0
83,56,1.0
83,61,-1.0
83,73,1.0
