Source,Target,Weight
2,37,1.0
4,73,1.0
15,37,1.0
15,56,1.0
15,73,1.0
15,106,1.0
37,4,1.0
37,40,1.0
37,73,1.0
40,15,1.0
56,37,1.0
60,37,1.0
61,40,1.0
67,79,1.0
74,60,1.0
74,97,1.0
83,73,1.0
96,60,1.0
99,73,1.0
106,15,1.0
