Source,Target,Weight
4,73,-1.0
37,40,1.0
37,61,-1.0
37,73,1.0
37,97,1.0
40,95,-1.0
40,97,1.0
60,96,1.0
61,97,-1.0
64,73,-1.0
64,97,-1.0
73,40,1.0
83,73,1.0
83,95,-1.0
95,61,1.0
95,97,1.0
96,40,-1.0
96,73,-1.0
