Source,Target,Weight
12,40,1.0
12,98,1.0
37,40,1.0
37,56,1.0
37,61,-1.0
37,98,1.0
40,60,1.0
40,73,1.0
40,103,1.0
56,60,1.0
60,56,-1.0
60,73,-1.0
61,56,-1.0
61,60,1.0
61,73,-1.0
61,79,-1.0
61,98,1.0
73,60,1.0
79,60,1.0
98,40,1.0
98,73,1.0
98,103,1.0
103,79,1.0
