Source,Target,Weight
4,60,1.0
4,61,1.0
9,60,1.0
37,73,1.0
60,4,1.0
60,40,-1.0
60,56,-1.0
60,61,1.0
60,64,1.0
60,67,-1.0
60,73,-1.0
64,61,1.0
65,61,1.0
67,56,1.0
73,40,1.0
73,60,1.0
