Source,Target,Weight
15,104,-1.0
40,15,-1.0
40,60,1.0
40,73,-1.0
40,79,1.0
43,15,1.0
43,61,1.0
43,73,-1.0
61,15,1.0
61,60,1.0
61,73,-1.0
61,79,-1.0
70,15,1.0
70,60,1.0
70,73,-1.0
70,79,-1.0
73,15,-1.0
104,60,-1.0
104,79,1.0
