Source,Target,Weight
4,40,-1.0
4,61,1.0
4,73,-1.0
15,37,1.0
15,38,-1.0
15,40,1.0
15,97,1.0
37,40,1.0
37,73,1.0
38,40,-1.0
38,73,-1.0
60,40,-1.0
60,61,1.0
60,95,1.0
60,97,1.0
61,60,1.0
61,97,-1.0
69,37,1.0
69,73,1.0
71,69,-1.0
71,105,-1.0
73,4,1.0
73,60,1.0
73,95,1.0
95,15,-1.0
95,37,-1.0
95,40,-1.0
95,71,1.0
95,73,-1.0
95,97,1.0
97,60,1.0
105,60,1.0
105,71,-1.0
105,73,-1.0
105,95,1.0
