Source,Target,Weight
9,56,-1.0
9,60,1.0
15,40,1.0
15,61,-1.0
37,40,1.0
40,60,-1.0
56,61,-1.0
60,73,-1.0
61,60,1.0
67,56,1.0
67,60,-1.0
83,56,1.0
83,73,1.0
95,56,-1.0
95,61,1.0
96,73,-1.0
109,73,1.0
