Source,Target,Weight
2,15,1.0
2,77,1.0
2,99,1.0
4,40,-1.0
4,61,1.0
15,20,1.0
15,37,1.0
20,37,1.0
33,99,-1.0
37,40,1.0
37,60,1.0
37,73,1.0
40,60,1.0
40,97,1.0
73,4,-1.0
73,95,-1.0
77,2,-1.0
83,15,1.0
83,60,1.0
95,61,1.0
95,77,1.0
97,61,-1.0
99,33,1.0
99,40,1.0
99,73,1.0
