Source,Target,Weight
9,56,-1.0
9,60,1.0
9,73,-1.0
15,40,1.0
15,56,1.0
15,61,-1.0
15,73,1.0
19,56,-1.0
19,60,1.0
38,40,-1.0
38,60,1.0
38,61,1.0
38,73,-1.0
40,60,-1.0
40,73,1.0
52,56,-1.0
52,60,1.0
56,40,1.0
56,61,-1.0
61,60,1.0
63,56,-1.0
63,60,1.0
63,61,1.0
64,40,-1.0
64,56,-1.0
64,60,1.0
64,61,1.0
64,73,-1.0
65,40,-1.0
65,56,-1.0
65,60,1.0
65,61,1.0
65,73,-1.0
67,56,-1.0
71,56,-1.0
71,60,-1.0
73,61,-1.0
96,40,-1.0
96,56,1.0
96,73,-1.0
99,40,-1.0
99,56,1.0
99,61,-1.0
99,73,-1.0
